carrier,delivery_date,order_id,shipment_date,shipment_id,shipment_status,tracking_number
FedEx,07-11-2024,1389,31-10-2024,1389,Delivered,TRK923216
FedEx,02-11-2024,12078,01-11-2024,12078,Delivered,TRK540816
FedEx,07-11-2024,12192,01-11-2024,12192,Delivered,TRK266555
FedEx,07-11-2024,4467,01-11-2024,4467,Delivered,TRK309616
FedEx,08-11-2024,1107,01-11-2024,1107,Delivered,TRK031021
FedEx,08-11-2024,6735,01-11-2024,6735,Delivered,TRK150786
FedEx,08-11-2024,14505,02-11-2024,14505,Delivered,TRK448634
FedEx,09-11-2024,10140,02-11-2024,10140,Delivered,TRK559879
FedEx,05-11-2024,1143,03-11-2024,1143,Delivered,TRK126931
FedEx,07-11-2024,7011,03-11-2024,7011,Delivered,TRK770137
FedEx,08-11-2024,4749,03-11-2024,4749,Delivered,TRK147776
FedEx,08-11-2024,1083,03-11-2024,1083,Delivered,TRK202463
FedEx,08-11-2024,6861,03-11-2024,6861,Delivered,TRK686205
FedEx,10-11-2024,3288,03-11-2024,3288,Delivered,TRK890516
FedEx,06-11-2024,9288,04-11-2024,9288,Delivered,TRK204928
FedEx,07-11-2024,1758,04-11-2024,1758,Delivered,TRK055866
FedEx,07-11-2024,4563,04-11-2024,4563,Delivered,TRK662296
FedEx,08-11-2024,13461,04-11-2024,13461,Delivered,TRK104707
FedEx,08-11-2024,11229,04-11-2024,11229,Delivered,TRK716872
FedEx,08-11-2024,5007,05-11-2024,5007,Delivered,TRK149347
FedEx,08-11-2024,4380,05-11-2024,4380,Delivered,TRK989098
FedEx,09-11-2024,2238,05-11-2024,2238,Delivered,TRK277379
FedEx,09-11-2024,12015,05-11-2024,12015,Delivered,TRK503059
FedEx,08-11-2024,12702,06-11-2024,12702,Delivered,TRK997884
FedEx,09-11-2024,10689,06-11-2024,10689,Delivered,TRK604800
FedEx,11-11-2024,13653,06-11-2024,13653,Delivered,TRK982359
FedEx,11-11-2024,10557,07-11-2024,10557,Delivered,TRK635495
FedEx,12-11-2024,4098,07-11-2024,4098,Delivered,TRK214176
FedEx,14-11-2024,4326,07-11-2024,4326,Delivered,TRK071968
FedEx,14-11-2024,7938,07-11-2024,7938,Delivered,TRK553694
FedEx,11-11-2023,10341,06-11-2023,10341,Pending,TRK099602
FedEx,13-11-2023,3840,07-11-2023,3840,Pending,TRK120028
FedEx,11-11-2023,6570,09-11-2023,6570,Pending,TRK208725
FedEx,11-11-2023,3720,09-11-2023,3720,Pending,TRK306128
FedEx,12-11-2023,3141,09-11-2023,3141,Pending,TRK482725
FedEx,11-11-2023,4965,10-11-2023,4965,Pending,TRK312147
FedEx,14-11-2023,12705,10-11-2023,12705,Pending,TRK566261
FedEx,14-11-2023,5175,12-11-2023,5175,Pending,TRK347068
FedEx,14-11-2023,6087,12-11-2023,6087,Pending,TRK580111
FedEx,15-11-2023,1374,12-11-2023,1374,Pending,TRK092138
FedEx,15-11-2023,5646,12-11-2023,5646,Pending,TRK094294
FedEx,15-11-2023,5547,12-11-2023,5547,Pending,TRK521359
FedEx,15-11-2023,10827,12-11-2023,10827,Pending,TRK746756
FedEx,16-11-2023,4491,12-11-2023,4491,Pending,TRK261920
FedEx,19-11-2023,12708,12-11-2023,12708,Pending,TRK865304
FedEx,17-11-2023,6450,13-11-2023,6450,Pending,TRK811057
FedEx,18-11-2023,13869,13-11-2023,13869,Pending,TRK005188
FedEx,19-11-2023,9216,13-11-2023,9216,Pending,TRK202673
FedEx,18-11-2023,6975,14-11-2023,6975,Pending,TRK428101
FedEx,21-11-2023,3261,14-11-2023,3261,Pending,TRK472659
FedEx,16-11-2023,9408,15-11-2023,9408,Pending,TRK219426
FedEx,17-11-2023,8646,15-11-2023,8646,Pending,TRK314238
FedEx,18-11-2023,4818,15-11-2023,4818,Pending,TRK556861
FedEx,21-11-2023,6621,15-11-2023,6621,Pending,TRK105254
FedEx,21-11-2023,13137,15-11-2023,13137,Pending,TRK987422
FedEx,22-11-2023,12246,15-11-2023,12246,Pending,TRK838411
FedEx,19-11-2023,3657,17-11-2023,3657,Pending,TRK771828
FedEx,23-11-2023,6417,17-11-2023,6417,Pending,TRK324104
FedEx,25-11-2023,5676,17-11-2023,5676,Pending,TRK694582
FedEx,23-11-2023,5628,18-11-2023,5628,Pending,TRK888671
FedEx,23-11-2023,13713,18-11-2023,13713,Pending,TRK905801
FedEx,20-11-2023,12096,19-11-2023,12096,Pending,TRK509065
FedEx,24-11-2023,2088,19-11-2023,2088,Pending,TRK968786
FedEx,25-11-2023,11928,20-11-2023,11928,Pending,TRK062746
FedEx,25-11-2023,8907,20-11-2023,8907,Pending,TRK115063
FedEx,26-11-2023,9327,20-11-2023,9327,Pending,TRK926285
FedEx,27-11-2023,4236,20-11-2023,4236,Pending,TRK528001
FedEx,27-11-2023,12627,20-11-2023,12627,Pending,TRK797472
FedEx,25-11-2023,4341,22-11-2023,4341,Pending,TRK990587
FedEx,27-11-2023,9888,22-11-2023,9888,Pending,TRK117742
FedEx,28-11-2023,3954,22-11-2023,3954,Pending,TRK438307
FedEx,28-11-2023,11217,22-11-2023,11217,Pending,TRK613315
FedEx,29-11-2023,8982,22-11-2023,8982,Pending,TRK141454
FedEx,29-11-2023,13458,22-11-2023,13458,Pending,TRK937850
FedEx,25-11-2023,5784,23-11-2023,5784,Pending,TRK939896
FedEx,27-11-2023,11985,23-11-2023,11985,Pending,TRK410126
FedEx,28-11-2023,10728,23-11-2023,10728,Pending,TRK759421
FedEx,30-11-2023,5163,23-11-2023,5163,Pending,TRK748249
FedEx,29-11-2023,8817,24-11-2023,8817,Pending,TRK435619
FedEx,02-12-2023,9285,25-11-2023,9285,Pending,TRK799946
FedEx,29-11-2023,5667,27-11-2023,5667,Pending,TRK260420
FedEx,29-11-2023,10491,27-11-2023,10491,Pending,TRK574317
FedEx,01-12-2023,11655,27-11-2023,11655,Pending,TRK796046
FedEx,03-12-2023,10413,27-11-2023,10413,Pending,TRK009182
FedEx,29-11-2023,2445,28-11-2023,2445,Pending,TRK601335
FedEx,01-12-2023,7260,28-11-2023,7260,Pending,TRK475668
FedEx,01-12-2023,9495,28-11-2023,9495,Pending,TRK583953
FedEx,03-12-2023,9657,28-11-2023,9657,Pending,TRK817508
FedEx,04-12-2023,1353,28-11-2023,1353,Pending,TRK781765
FedEx,02-12-2023,2358,29-11-2023,2358,Pending,TRK410555
FedEx,02-12-2023,8709,30-11-2023,8709,Pending,TRK710388
FedEx,06-12-2023,5469,30-11-2023,5469,Pending,TRK852786
FedEx,07-12-2023,4521,30-11-2023,4521,Pending,TRK417260
FedEx,02-12-2023,10380,01-12-2023,10380,Pending,TRK488561
FedEx,04-12-2023,2784,01-12-2023,2784,Pending,TRK091354
FedEx,06-12-2023,5136,01-12-2023,5136,Pending,TRK526197
FedEx,06-12-2023,4650,01-12-2023,4650,Pending,TRK669866
FedEx,06-12-2023,2532,02-12-2023,2532,Pending,TRK372249
FedEx,06-12-2023,13944,02-12-2023,13944,Pending,TRK601570
FedEx,07-12-2023,1299,03-12-2023,1299,Pending,TRK453453
FedEx,10-12-2023,6672,03-12-2023,6672,Pending,TRK436609
FedEx,10-12-2023,8727,03-12-2023,8727,Pending,TRK461842
FedEx,07-12-2023,8670,04-12-2023,8670,Pending,TRK238842
FedEx,07-12-2023,7074,04-12-2023,7074,Pending,TRK898932
FedEx,09-12-2023,2463,04-12-2023,2463,Pending,TRK327182
FedEx,11-12-2023,11190,04-12-2023,11190,Pending,TRK189262
FedEx,11-12-2023,12552,05-12-2023,12552,Pending,TRK019825
FedEx,12-12-2023,9846,05-12-2023,9846,Pending,TRK173722
FedEx,12-12-2023,10566,05-12-2023,10566,Pending,TRK240150
FedEx,10-12-2023,9105,06-12-2023,9105,Pending,TRK719827
FedEx,13-12-2023,8439,06-12-2023,8439,Pending,TRK054556
FedEx,13-12-2023,1002,06-12-2023,1002,Pending,TRK705520
FedEx,09-12-2023,3753,08-12-2023,3753,Pending,TRK400981
FedEx,10-12-2023,12288,08-12-2023,12288,Pending,TRK917117
FedEx,13-12-2023,7689,08-12-2023,7689,Pending,TRK455248
FedEx,15-12-2023,14787,08-12-2023,14787,Pending,TRK061674
FedEx,15-12-2023,14454,08-12-2023,14454,Pending,TRK451152
FedEx,12-12-2023,2196,09-12-2023,2196,Pending,TRK259103
FedEx,15-12-2023,11520,09-12-2023,11520,Pending,TRK530518
FedEx,15-12-2023,3255,09-12-2023,3255,Pending,TRK792460
FedEx,16-12-2023,12336,09-12-2023,12336,Pending,TRK610648
FedEx,16-12-2023,4383,09-12-2023,4383,Pending,TRK635976
FedEx,16-12-2023,9723,09-12-2023,9723,Pending,TRK708957
FedEx,16-12-2023,4143,10-12-2023,4143,Pending,TRK586021
FedEx,17-12-2023,4404,10-12-2023,4404,Pending,TRK974840
FedEx,16-12-2023,6780,11-12-2023,6780,Pending,TRK510389
FedEx,18-12-2023,1926,11-12-2023,1926,Pending,TRK295055
FedEx,18-12-2023,8073,11-12-2023,8073,Pending,TRK582236
FedEx,16-12-2023,7980,12-12-2023,7980,Pending,TRK023275
FedEx,16-12-2023,10323,12-12-2023,10323,Pending,TRK376702
FedEx,14-12-2023,10428,13-12-2023,10428,Pending,TRK350254
FedEx,16-12-2023,13119,13-12-2023,13119,Pending,TRK512020
FedEx,18-12-2023,7773,13-12-2023,7773,Pending,TRK326741
FedEx,18-12-2023,6822,14-12-2023,6822,Pending,TRK573469
FedEx,18-12-2023,13386,14-12-2023,13386,Pending,TRK641629
FedEx,19-12-2023,10335,14-12-2023,10335,Pending,TRK082308
FedEx,20-12-2023,4212,14-12-2023,4212,Pending,TRK242283
FedEx,21-12-2023,4695,14-12-2023,4695,Pending,TRK195622
FedEx,16-12-2023,7113,15-12-2023,7113,Pending,TRK394163
FedEx,17-12-2023,5313,15-12-2023,5313,Pending,TRK314414
FedEx,18-12-2023,13722,15-12-2023,13722,Pending,TRK898257
FedEx,21-12-2023,14328,16-12-2023,14328,Pending,TRK411853
FedEx,22-12-2023,8376,16-12-2023,8376,Pending,TRK599943
FedEx,23-12-2023,13863,16-12-2023,13863,Pending,TRK290693
FedEx,21-12-2023,5598,17-12-2023,5598,Pending,TRK629305
FedEx,24-12-2023,14133,17-12-2023,14133,Pending,TRK712066
FedEx,20-12-2023,11565,18-12-2023,11565,Pending,TRK851051
FedEx,25-12-2023,3138,18-12-2023,3138,Pending,TRK901181
FedEx,21-12-2023,11445,19-12-2023,11445,Pending,TRK199520
FedEx,21-12-2023,10533,19-12-2023,10533,Pending,TRK451025
FedEx,23-12-2023,9558,19-12-2023,9558,Pending,TRK352248
FedEx,23-12-2023,12768,19-12-2023,12768,Pending,TRK709205
FedEx,25-12-2023,4401,19-12-2023,4401,Pending,TRK888874
FedEx,23-12-2023,12222,20-12-2023,12222,Pending,TRK380628
FedEx,24-12-2023,8895,20-12-2023,8895,Pending,TRK728246
FedEx,24-12-2023,10884,21-12-2023,10884,Pending,TRK699065
FedEx,27-12-2023,14115,21-12-2023,14115,Pending,TRK962455
FedEx,27-12-2023,13197,23-12-2023,13197,Pending,TRK024091
FedEx,27-12-2023,10161,23-12-2023,10161,Pending,TRK061773
FedEx,30-12-2023,13068,23-12-2023,13068,Pending,TRK811176
FedEx,26-12-2023,9297,24-12-2023,9297,Pending,TRK851774
FedEx,27-12-2023,9639,24-12-2023,9639,Pending,TRK077953
FedEx,28-12-2023,4944,24-12-2023,4944,Pending,TRK861971
FedEx,30-12-2023,4557,24-12-2023,4557,Pending,TRK385660
FedEx,30-12-2023,5907,24-12-2023,5907,Pending,TRK625025
FedEx,31-12-2023,11406,24-12-2023,11406,Pending,TRK016960
FedEx,28-12-2023,13230,25-12-2023,13230,Pending,TRK977261
FedEx,31-12-2023,2292,25-12-2023,2292,Pending,TRK475155
FedEx,27-12-2023,1845,26-12-2023,1845,Pending,TRK490945
FedEx,29-12-2023,13497,26-12-2023,13497,Pending,TRK529469
FedEx,31-12-2023,14727,26-12-2023,14727,Pending,TRK175475
FedEx,02-01-2024,4767,26-12-2023,4767,Pending,TRK786304
FedEx,29-12-2023,1473,27-12-2023,1473,Pending,TRK140777
FedEx,02-01-2024,4374,27-12-2023,4374,Pending,TRK082566
FedEx,03-01-2024,12843,28-12-2023,12843,Pending,TRK486506
FedEx,30-12-2023,3456,29-12-2023,3456,Pending,TRK178458
FedEx,01-01-2024,4089,29-12-2023,4089,Pending,TRK983624
FedEx,01-01-2024,13401,29-12-2023,13401,Pending,TRK996016
FedEx,02-01-2024,13164,29-12-2023,13164,Pending,TRK032234
FedEx,31-12-2023,3798,30-12-2023,3798,Pending,TRK668914
FedEx,04-01-2024,14457,30-12-2023,14457,Pending,TRK944542
FedEx,06-01-2024,9228,30-12-2023,9228,Pending,TRK791136
FedEx,01-01-2024,10275,31-12-2023,10275,Pending,TRK357482
FedEx,01-01-2024,13152,31-12-2023,13152,Pending,TRK579864
FedEx,05-01-2024,3468,01-01-2024,3468,Pending,TRK317231
FedEx,05-01-2024,10737,02-01-2024,10737,Pending,TRK368698
FedEx,08-01-2024,3276,02-01-2024,3276,Pending,TRK196601
FedEx,08-01-2024,12429,02-01-2024,12429,Pending,TRK266109
FedEx,08-01-2024,7155,02-01-2024,7155,Pending,TRK920331
FedEx,04-01-2024,14061,03-01-2024,14061,Pending,TRK538241
FedEx,06-01-2024,11715,03-01-2024,11715,Pending,TRK527266
FedEx,07-01-2024,14622,03-01-2024,14622,Pending,TRK960224
FedEx,06-01-2024,12588,04-01-2024,12588,Pending,TRK567044
FedEx,07-01-2024,5685,04-01-2024,5685,Pending,TRK819404
FedEx,12-01-2024,1788,04-01-2024,1788,Pending,TRK853348
FedEx,06-01-2024,14436,05-01-2024,14436,Pending,TRK608670
FedEx,08-01-2024,10461,05-01-2024,10461,Pending,TRK812092
FedEx,09-01-2024,6492,05-01-2024,6492,Pending,TRK680190
FedEx,10-01-2024,12513,05-01-2024,12513,Pending,TRK573070
FedEx,09-01-2024,2352,06-01-2024,2352,Pending,TRK789661
FedEx,10-01-2024,7281,06-01-2024,7281,Pending,TRK542094
FedEx,11-01-2024,3327,06-01-2024,3327,Pending,TRK497217
FedEx,11-01-2024,7569,06-01-2024,7569,Pending,TRK559342
FedEx,12-01-2024,13086,06-01-2024,13086,Pending,TRK017273
FedEx,09-01-2024,13635,07-01-2024,13635,Pending,TRK045195
FedEx,13-01-2024,7083,07-01-2024,7083,Pending,TRK092388
FedEx,13-01-2024,2010,08-01-2024,2010,Pending,TRK330658
FedEx,13-01-2024,10062,08-01-2024,10062,Pending,TRK840033
FedEx,15-01-2024,2508,08-01-2024,2508,Pending,TRK546239
FedEx,16-01-2024,2700,08-01-2024,2700,Pending,TRK821486
FedEx,12-01-2024,5112,09-01-2024,5112,Pending,TRK703982
FedEx,16-01-2024,8826,09-01-2024,8826,Pending,TRK642576
FedEx,13-01-2024,15000,10-01-2024,15000,Pending,TRK270568
FedEx,13-01-2024,13041,10-01-2024,13041,Pending,TRK763724
FedEx,15-01-2024,5223,10-01-2024,5223,Pending,TRK255869
FedEx,15-01-2024,8136,10-01-2024,8136,Pending,TRK682760
FedEx,17-01-2024,5190,10-01-2024,5190,Pending,TRK628421
FedEx,18-01-2024,11475,10-01-2024,11475,Pending,TRK484191
FedEx,15-01-2024,11766,11-01-2024,11766,Pending,TRK596240
FedEx,16-01-2024,8778,11-01-2024,8778,Pending,TRK430197
FedEx,17-01-2024,13938,11-01-2024,13938,Pending,TRK923350
FedEx,14-01-2024,1482,12-01-2024,1482,Pending,TRK190087
FedEx,17-01-2024,11727,12-01-2024,11727,Pending,TRK901461
FedEx,18-01-2024,5877,12-01-2024,5877,Pending,TRK807614
FedEx,14-01-2024,11061,13-01-2024,11061,Pending,TRK161686
FedEx,17-01-2024,5094,13-01-2024,5094,Pending,TRK701797
FedEx,21-01-2024,8148,14-01-2024,8148,Pending,TRK090870
FedEx,21-01-2024,8088,15-01-2024,8088,Pending,TRK096798
FedEx,20-01-2024,10314,16-01-2024,10314,Pending,TRK918227
FedEx,23-01-2024,4446,17-01-2024,4446,Pending,TRK201905
FedEx,25-01-2024,14568,18-01-2024,14568,Pending,TRK486421
FedEx,25-01-2024,5781,18-01-2024,5781,Pending,TRK592904
FedEx,22-01-2024,12714,19-01-2024,12714,Pending,TRK240986
FedEx,23-01-2024,3996,19-01-2024,3996,Pending,TRK697702
FedEx,22-01-2024,3714,20-01-2024,3714,Pending,TRK744649
FedEx,23-01-2024,11970,20-01-2024,11970,Pending,TRK032178
FedEx,23-01-2024,2778,20-01-2024,2778,Pending,TRK431649
FedEx,26-01-2024,3618,20-01-2024,3618,Pending,TRK696920
FedEx,23-01-2024,2250,21-01-2024,2250,Pending,TRK650110
FedEx,25-01-2024,14544,21-01-2024,14544,Pending,TRK020381
FedEx,25-01-2024,3273,21-01-2024,3273,Pending,TRK179182
FedEx,25-01-2024,9645,21-01-2024,9645,Pending,TRK381123
FedEx,26-01-2024,9909,21-01-2024,9909,Pending,TRK511553
FedEx,26-01-2024,14196,21-01-2024,14196,Pending,TRK766280
FedEx,27-01-2024,6588,21-01-2024,6588,Pending,TRK609399
FedEx,29-01-2024,14016,21-01-2024,14016,Pending,TRK820743
FedEx,25-01-2024,12924,22-01-2024,12924,Pending,TRK201852
FedEx,26-01-2024,7026,22-01-2024,7026,Pending,TRK691506
FedEx,29-01-2024,8523,22-01-2024,8523,Pending,TRK100683
FedEx,30-01-2024,1554,22-01-2024,1554,Pending,TRK000225
FedEx,25-01-2024,10989,24-01-2024,10989,Pending,TRK942684
FedEx,26-01-2024,7467,24-01-2024,7467,Pending,TRK317593
FedEx,27-01-2024,6930,24-01-2024,6930,Pending,TRK034665
FedEx,28-01-2024,14589,24-01-2024,14589,Pending,TRK037275
FedEx,29-01-2024,11367,24-01-2024,11367,Pending,TRK268595
FedEx,29-01-2024,9636,24-01-2024,9636,Pending,TRK413998
FedEx,31-01-2024,2136,24-01-2024,2136,Pending,TRK524537
FedEx,01-02-2024,7989,25-01-2024,7989,Pending,TRK854694
FedEx,28-01-2024,13827,26-01-2024,13827,Pending,TRK918353
FedEx,31-01-2024,11847,26-01-2024,11847,Pending,TRK066041
FedEx,01-02-2024,14616,26-01-2024,14616,Pending,TRK928653
FedEx,02-02-2024,10170,26-01-2024,10170,Pending,TRK758167
FedEx,02-02-2024,8658,26-01-2024,8658,Pending,TRK928711
FedEx,02-02-2024,2646,27-01-2024,2646,Pending,TRK203612
FedEx,03-02-2024,4020,27-01-2024,4020,Pending,TRK837285
FedEx,29-01-2024,12912,28-01-2024,12912,Pending,TRK193943
FedEx,29-01-2024,7641,28-01-2024,7641,Pending,TRK243477
FedEx,30-01-2024,8499,28-01-2024,8499,Pending,TRK243128
FedEx,01-02-2024,5931,28-01-2024,5931,Pending,TRK844505
FedEx,03-02-2024,2520,28-01-2024,2520,Pending,TRK901680
FedEx,05-02-2024,5778,28-01-2024,5778,Pending,TRK451220
FedEx,03-02-2024,1992,29-01-2024,1992,Pending,TRK335492
FedEx,31-01-2024,9351,30-01-2024,9351,Pending,TRK674274
FedEx,05-02-2024,7686,30-01-2024,7686,Pending,TRK994433
FedEx,06-02-2024,5463,30-01-2024,5463,Pending,TRK307029
FedEx,01-02-2024,10752,31-01-2024,10752,Pending,TRK049085
FedEx,01-02-2024,3621,31-01-2024,3621,Pending,TRK749065
FedEx,03-02-2024,10902,31-01-2024,10902,Pending,TRK087617
FedEx,04-02-2024,8886,31-01-2024,8886,Pending,TRK129624
FedEx,04-02-2024,14229,31-01-2024,14229,Pending,TRK365975
FedEx,04-02-2024,4452,31-01-2024,4452,Pending,TRK562360
FedEx,08-02-2024,3885,31-01-2024,3885,Pending,TRK219005
FedEx,03-02-2024,2385,01-02-2024,2385,Pending,TRK205706
FedEx,03-02-2024,3747,01-02-2024,3747,Pending,TRK948178
FedEx,04-02-2024,8796,01-02-2024,8796,Pending,TRK168172
FedEx,04-02-2024,14988,02-02-2024,14988,Pending,TRK048398
FedEx,05-02-2024,4809,02-02-2024,4809,Pending,TRK446330
FedEx,07-02-2024,7407,02-02-2024,7407,Pending,TRK069733
FedEx,09-02-2024,13464,02-02-2024,13464,Pending,TRK344227
FedEx,06-02-2024,13368,03-02-2024,13368,Pending,TRK390097
FedEx,06-02-2024,1848,03-02-2024,1848,Pending,TRK775372
FedEx,10-02-2024,11994,03-02-2024,11994,Pending,TRK419805
FedEx,09-02-2024,11661,04-02-2024,11661,Pending,TRK209273
FedEx,11-02-2024,4278,04-02-2024,4278,Pending,TRK263528
FedEx,11-02-2024,1437,04-02-2024,1437,Pending,TRK697818
FedEx,08-02-2024,1257,05-02-2024,1257,Pending,TRK306996
FedEx,08-02-2024,13977,05-02-2024,13977,Pending,TRK502762
FedEx,11-02-2024,14916,05-02-2024,14916,Pending,TRK869428
FedEx,12-02-2024,1347,05-02-2024,1347,Pending,TRK482320
FedEx,12-02-2024,6342,06-02-2024,6342,Pending,TRK290259
FedEx,09-02-2024,10410,08-02-2024,10410,Pending,TRK574958
FedEx,12-02-2024,14955,08-02-2024,14955,Pending,TRK299213
FedEx,14-02-2024,6318,08-02-2024,6318,Pending,TRK746985
FedEx,14-02-2024,7125,09-02-2024,7125,Pending,TRK436887
FedEx,14-02-2024,2082,10-02-2024,2082,Pending,TRK351783
FedEx,17-02-2024,6069,10-02-2024,6069,Pending,TRK665398
FedEx,15-02-2024,9039,11-02-2024,9039,Pending,TRK724791
FedEx,17-02-2024,7008,11-02-2024,7008,Pending,TRK177704
FedEx,15-02-2024,7623,12-02-2024,7623,Pending,TRK789037
FedEx,16-02-2024,9573,12-02-2024,9573,Pending,TRK170765
FedEx,20-02-2024,2961,12-02-2024,2961,Pending,TRK261304
FedEx,18-02-2024,14100,13-02-2024,14100,Pending,TRK767750
FedEx,19-02-2024,1878,13-02-2024,1878,Pending,TRK609029
FedEx,16-02-2024,11658,14-02-2024,11658,Pending,TRK404861
FedEx,17-02-2024,7998,14-02-2024,7998,Pending,TRK559966
FedEx,19-02-2024,9315,14-02-2024,9315,Pending,TRK431605
FedEx,16-02-2024,3612,15-02-2024,3612,Pending,TRK857474
FedEx,16-02-2024,10101,15-02-2024,10101,Pending,TRK906611
FedEx,19-02-2024,14892,15-02-2024,14892,Pending,TRK623741
FedEx,21-02-2024,1776,15-02-2024,1776,Pending,TRK118238
FedEx,22-02-2024,1527,15-02-2024,1527,Pending,TRK970321
FedEx,19-02-2024,7728,16-02-2024,7728,Pending,TRK207311
FedEx,20-02-2024,14760,16-02-2024,14760,Pending,TRK179946
FedEx,20-02-2024,10932,16-02-2024,10932,Pending,TRK480207
FedEx,21-02-2024,5658,16-02-2024,5658,Pending,TRK893092
FedEx,23-02-2024,10848,16-02-2024,10848,Pending,TRK313512
FedEx,24-02-2024,13257,16-02-2024,13257,Pending,TRK738319
FedEx,19-02-2024,3156,17-02-2024,3156,Pending,TRK194634
FedEx,20-02-2024,5832,17-02-2024,5832,Pending,TRK845752
FedEx,21-02-2024,7002,17-02-2024,7002,Pending,TRK142529
FedEx,20-02-2024,8307,18-02-2024,8307,Pending,TRK247700
FedEx,21-02-2024,3594,18-02-2024,3594,Pending,TRK044111
FedEx,23-02-2024,12582,18-02-2024,12582,Pending,TRK101951
FedEx,25-02-2024,7518,18-02-2024,7518,Pending,TRK045949
FedEx,26-02-2024,6231,18-02-2024,6231,Pending,TRK835480
FedEx,23-02-2024,12300,19-02-2024,12300,Pending,TRK617323
FedEx,25-02-2024,6642,19-02-2024,6642,Pending,TRK654294
FedEx,23-02-2024,9204,20-02-2024,9204,Pending,TRK821989
FedEx,22-02-2024,11526,21-02-2024,11526,Pending,TRK758264
FedEx,23-02-2024,1704,21-02-2024,1704,Pending,TRK400215
FedEx,24-02-2024,9810,21-02-2024,9810,Pending,TRK863786
FedEx,29-02-2024,2505,21-02-2024,2505,Pending,TRK512961
FedEx,23-02-2024,5715,22-02-2024,5715,Pending,TRK933833
FedEx,25-02-2024,13830,22-02-2024,13830,Pending,TRK964031
FedEx,28-02-2024,14577,22-02-2024,14577,Pending,TRK237610
FedEx,28-02-2024,2796,22-02-2024,2796,Pending,TRK983571
FedEx,01-03-2024,6645,22-02-2024,6645,Pending,TRK359730
FedEx,29-02-2024,13110,23-02-2024,13110,Pending,TRK337830
FedEx,26-02-2024,8682,24-02-2024,8682,Pending,TRK141905
FedEx,26-02-2024,14157,24-02-2024,14157,Pending,TRK768217
FedEx,27-02-2024,8337,24-02-2024,8337,Pending,TRK147012
FedEx,26-02-2024,2109,25-02-2024,2109,Pending,TRK064903
FedEx,26-02-2024,1680,25-02-2024,1680,Pending,TRK124084
FedEx,04-03-2024,8031,25-02-2024,8031,Pending,TRK593685
FedEx,02-03-2024,11916,26-02-2024,11916,Pending,TRK085253
FedEx,03-03-2024,9159,26-02-2024,9159,Pending,TRK864707
FedEx,01-03-2024,2682,28-02-2024,2682,Pending,TRK441194
FedEx,01-03-2024,10371,28-02-2024,10371,Pending,TRK559922
FedEx,06-03-2024,8079,28-02-2024,8079,Pending,TRK493626
FedEx,03-03-2024,3195,29-02-2024,3195,Pending,TRK488546
FedEx,05-03-2024,1119,01-03-2024,1119,Pending,TRK398868
FedEx,05-03-2024,1533,01-03-2024,1533,Pending,TRK647954
FedEx,05-03-2024,12153,02-03-2024,12153,Pending,TRK211900
FedEx,09-03-2024,5643,02-03-2024,5643,Pending,TRK363374
FedEx,07-03-2024,9549,03-03-2024,9549,Pending,TRK402050
FedEx,09-03-2024,2694,04-03-2024,2694,Pending,TRK064755
FedEx,10-03-2024,5031,04-03-2024,5031,Pending,TRK780849
FedEx,08-03-2024,8406,05-03-2024,8406,Pending,TRK180468
FedEx,10-03-2024,13704,05-03-2024,13704,Pending,TRK145709
FedEx,10-03-2024,7272,05-03-2024,7272,Pending,TRK664554
FedEx,13-03-2024,3744,05-03-2024,3744,Pending,TRK011486
FedEx,08-03-2024,14949,06-03-2024,14949,Pending,TRK570001
FedEx,08-03-2024,12354,06-03-2024,12354,Pending,TRK647632
FedEx,08-03-2024,3240,06-03-2024,3240,Pending,TRK894948
FedEx,09-03-2024,1200,06-03-2024,1200,Pending,TRK315588
FedEx,10-03-2024,6933,06-03-2024,6933,Pending,TRK701430
FedEx,10-03-2024,5436,06-03-2024,5436,Pending,TRK900910
FedEx,12-03-2024,2223,06-03-2024,2223,Pending,TRK460271
FedEx,13-03-2024,6351,06-03-2024,6351,Pending,TRK736983
FedEx,14-03-2024,7719,06-03-2024,7719,Pending,TRK054056
FedEx,09-03-2024,12540,07-03-2024,12540,Pending,TRK677506
FedEx,12-03-2024,2604,07-03-2024,2604,Pending,TRK653437
FedEx,10-03-2024,4497,08-03-2024,4497,Pending,TRK154379
FedEx,11-03-2024,14148,08-03-2024,14148,Pending,TRK452694
FedEx,11-03-2024,13314,08-03-2024,13314,Pending,TRK565246
FedEx,11-03-2024,11889,08-03-2024,11889,Pending,TRK586946
FedEx,13-03-2024,9804,08-03-2024,9804,Pending,TRK472443
FedEx,11-03-2024,11952,09-03-2024,11952,Pending,TRK362870
FedEx,12-03-2024,6819,10-03-2024,6819,Pending,TRK078501
FedEx,14-03-2024,11355,10-03-2024,11355,Pending,TRK136459
FedEx,14-03-2024,1479,10-03-2024,1479,Pending,TRK564646
FedEx,18-03-2024,14715,11-03-2024,14715,Pending,TRK588199
FedEx,13-03-2024,2739,12-03-2024,2739,Pending,TRK262818
FedEx,14-03-2024,11070,12-03-2024,11070,Pending,TRK799647
FedEx,14-03-2024,13416,12-03-2024,13416,Pending,TRK834575
FedEx,14-03-2024,12252,12-03-2024,12252,Pending,TRK925173
FedEx,15-03-2024,10530,12-03-2024,10530,Pending,TRK637045
FedEx,15-03-2024,14406,12-03-2024,14406,Pending,TRK878212
